"video_name","emoji_code","pid_1","pid_1_jitteryFlag","pid_1_rank1","pid_1_rank2","pid_1_ratings","pid_1_timestamp","pid_2","pid_2_jitteryFlag","pid_2_rank1","pid_2_rank2","pid_2_ratings","pid_2_timestamp","pid_3","pid_3_jitteryFlag","pid_3_rank1","pid_3_rank2","pid_3_ratings","pid_3_timestamp","pid_4","pid_4_jitteryFlag","pid_4_rank1","pid_4_rank2","pid_4_ratings","pid_4_timestamp","variant"
"WF_Y_004--d1c47015-bcc9-4ecc-8b10-10842c2132b3_1f608.mp4","1f608","165bf95e-b5e9-4ad0-90b2-3f29598e385a","false","Mischievous","Devious","""{""""Devious"""":1,""""Evil"""":1,""""Mischievous"""":2}""","2025-06-05T23:31:52.659Z","654a6007-2780-4e1e-8d90-27e6f5c0be60","false","Devious","Mischievous","""{""""Devious"""":3,""""Evil"""":0,""""Mischievous"""":1}""","2025-06-13T00:52:36.387Z","7bf65ab6-0a84-4ba5-890b-f4a6322e5644","false","Devious","Evil","""{""""Devious"""":3,""""Evil"""":2,""""Mischievous"""":2}""","2025-07-26T05:50:31.267Z","","","","","","","WF_Y_004"
"LF_Y_002--425bfe20-df9f-40d6-bfc5-305c26af5917_1f618.mp4","1f618","c5a65427-cc5c-4950-9f73-645b897e45b0","false","Blowing a kiss","Loving","""{""""Blowing a kiss"""":3,""""Flirty"""":0,""""Loving"""":1}""","2025-06-11T01:04:17.014Z","160a7e7f-eaf0-4f5e-8c4d-a0ed5c649c42","false","Loving","Blowing a kiss","""{""""Blowing a kiss"""":3,""""Flirty"""":1,""""Loving"""":3}""","2025-06-20T17:24:01.894Z","1c4a93ab-b70f-44ee-b68b-4e54f8f1a46e","false","Loving","Blowing a kiss","""{""""Blowing a kiss"""":1,""""Flirty"""":0,""""Loving"""":2}""","2025-07-28T20:54:21.367Z","","","","","","","LF_Y_002"
"LF_Y_002--30408fa1-fe9b-4554-a24d-483c9958e798_1f624.mp4","1f624","642bb516-89de-4add-9cd2-045899685f61","false","Annoyed","Frustrated","""{""""Angry"""":1,""""Annoyed"""":2,""""Frustrated"""":2,""""Furious"""":0}""","2025-06-05T01:15:44.006Z","376346f0-610f-4fec-b380-bcd9bbf32271","false","Annoyed","Frustrated","""{""""Angry"""":1,""""Annoyed"""":2,""""Frustrated"""":2,""""Furious"""":0}""","2025-06-10T03:48:25.342Z","23808644-3aa2-4c75-b6dc-b00639bd9688","false","None","None","""{""""Angry"""":0,""""Annoyed"""":0,""""Frustrated"""":0,""""Furious"""":0}""","2025-07-27T00:29:56.724Z","","","","","","","LF_Y_002"
"AF_Y_009--2bf66241-d18f-4037-835d-d2a9d9bdab9d_1f979.mp4","1f979","642bb516-89de-4add-9cd2-045899685f61","false","Grateful","Happy","""{""""Emotional"""":0,""""Grateful"""":2,""""Happy"""":1,""""Pleading"""":0,""""Proud"""":0}""","2025-06-05T01:24:53.744Z","f98ea526-fa8c-4b5c-b495-cb3c35afabcf","false","Grateful","Proud","""{""""Emotional"""":0,""""Grateful"""":2,""""Happy"""":1,""""Pleading"""":0,""""Proud"""":2}""","2025-06-16T21:39:32.515Z","865f543e-2e95-4f56-bbbc-dca2d1e3bba4","false","Happy","Emotional","""{""""Emotional"""":1,""""Grateful"""":1,""""Happy"""":2,""""Pleading"""":0,""""Proud"""":0}""","2025-07-30T06:58:05.305Z","","","","","","","AF_Y_009"
"AF_Y_004--a7a9bdf4-1296-4c53-b257-b42bd10d5528_1f607.mp4","1f607","c40e4293-8471-4874-a828-0f59b19aa6d1","false","Innocent","None","""{""""Angelic"""":0,""""Happy"""":0,""""Innocent"""":2,""""Peaceful"""":1}""","2025-06-05T23:16:00.080Z","c5abcf27-1432-41eb-8124-f1f269591ee7","false","Innocent","Happy","""{""""Angelic"""":2,""""Happy"""":2,""""Innocent"""":3,""""Peaceful"""":2}""","2025-06-09T20:59:10.107Z","b20f140f-6981-428e-bb04-2e218e9a1bad","false","Innocent","Happy","""{""""Angelic"""":0,""""Happy"""":2,""""Innocent"""":3,""""Peaceful"""":0}""","2025-07-26T22:58:31.057Z","","","","","","","AF_Y_004"
"WF_Y_004--1a55afb1-b3df-4b57-9db4-088546aa161b_1f624.mp4","1f624","905d7461-52f5-4737-9b41-ff1c7af28953","false","Angry","Frustrated","""{""""Angry"""":3,""""Annoyed"""":3,""""Frustrated"""":3,""""Furious"""":2}""","2025-06-03T06:13:08.465Z","f98ea526-fa8c-4b5c-b495-cb3c35afabcf","false","Annoyed","Frustrated","""{""""Angry"""":1,""""Annoyed"""":2,""""Frustrated"""":1,""""Furious"""":0}""","2025-06-16T21:37:53.529Z","6e50da52-4d36-4fc4-aafd-d103a91021bf","false","Frustrated","Angry","""{""""Angry"""":1,""""Annoyed"""":1,""""Frustrated"""":1,""""Furious"""":1}""","2025-07-29T10:21:51.742Z","","","","","","","WF_Y_004"
"AF_Y_003--d3e8649a-4bf5-41f2-b4f1-ebaf4151d15d_1f62b.mp4","1f62b","a74454b4-e0ac-4217-bfa2-9948019c230e","false","Annoyed","None","""{""""Annoyed"""":1,""""Desperate"""":0,""""Distressed"""":0,""""In pain"""":0,""""Satisfied"""":0}""","2025-07-06T17:48:23.819Z","b4d18ccf-416f-470d-833a-073b0e02550c","false","Annoyed","None","""{""""Annoyed"""":3,""""Desperate"""":0,""""Distressed"""":0,""""In pain"""":0,""""Satisfied"""":0}""","2025-07-14T05:21:43.909Z","","","","","","","","","","","","","AF_Y_003"
"LF_Y_002--c801630f-eac5-443b-a33e-a3714981a1c3_1f922.mp4","1f922","07fed429-5658-4b07-82a9-fe1848f17d95","false","Disgusted","None","""{""""Disgusted"""":1,""""Nauseous"""":0,""""Sick"""":0}""","2025-07-01T02:12:13.064Z","faee58e2-5575-4390-86c4-406584981d59","false","Disgusted","Sick","""{""""Disgusted"""":2,""""Nauseous"""":0,""""Sick"""":1}""","2025-07-02T19:22:15.844Z","","","","","","","","","","","","","LF_Y_002"
"AF_Y_001--2b6881e1-e751-4ba4-ae19-3564aff1aa8c_1f614.mp4","1f614","59bd1974-100a-49f1-b2c5-111f66f377db","false","Disappointed","Sad","""{""""Ashamed"""":0,""""Disappointed"""":3,""""Sad"""":1,""""Upset"""":1}""","2025-06-06T23:36:56.393Z","278c9121-1518-437a-9a93-a4c19a73a4a1","false","Upset","Sad","""{""""Ashamed"""":0,""""Disappointed"""":1,""""Sad"""":2,""""Upset"""":2}""","2025-06-13T05:05:56.733Z","f111ce48-a478-4175-afae-df50870529fb","false","Upset","Disappointed","""{""""Ashamed"""":0,""""Disappointed"""":1,""""Sad"""":0,""""Upset"""":2}""","2025-07-29T17:14:48.088Z","","","","","","","AF_Y_001"
"AF_Y_002--3bea4686-b45b-48cf-be24-145325c871a6_1f62b.mp4","1f62b","debad719-7e36-41b8-aa24-f5f1b5d6b2c7","false","Annoyed","None","""{""""Annoyed"""":3,""""Desperate"""":0,""""Distressed"""":0,""""In pain"""":0,""""Satisfied"""":0}""","2025-06-06T04:07:43.571Z","ee39d611-bc8a-4bfa-9eed-ff5d0493a0df","false","In pain","Distressed","""{""""Annoyed"""":0,""""Desperate"""":2,""""Distressed"""":2,""""In pain"""":3,""""Satisfied"""":0}""","2025-06-09T00:22:24.306Z","","","","","","","","","","","","","AF_Y_002"
"LF_Y_002--30408fa1-fe9b-4554-a24d-483c9958e798_1f612.mp4","1f612","ef504269-68b3-4eae-9e52-9c2563372c16","false","Unimpressed","Annoyed","""{""""Annoyed"""":3,""""Disgust"""":3,""""Judgmental"""":3,""""Side eye"""":3,""""Unimpressed"""":3}""","2025-06-05T22:52:35.082Z","a47e1a38-5e46-42dd-b556-ecf12d97c7c6","false","Unimpressed","Judgmental","""{""""Annoyed"""":2,""""Disgust"""":1,""""Judgmental"""":3,""""Side eye"""":2,""""Unimpressed"""":3}""","2025-06-08T01:14:36.235Z","","","","","","","","","","","","","LF_Y_002"
"LM_Y_003--17daef2f-e5a9-4a9b-8f40-3cb4ab4e45e1_1f60f.mp4","1f60f","bfa991ba-d7e7-4aca-a84c-b86dc6f35cf8","false","Mischievous","Smug","""{""""Flirty"""":0,""""Mischievous"""":1,""""Smirking"""":1,""""Smug"""":1}""","2025-06-06T22:03:07.152Z","9daa3c77-8c31-4580-8a6a-e55eab1eabf4","false","Mischievous","Smirking","""{""""Flirty"""":2,""""Mischievous"""":3,""""Smirking"""":3,""""Smug"""":1}""","2025-06-15T00:57:48.730Z","","","","","","","","","","","","","LM_Y_003"
"LF_Y_001--20ee2d9f-1dad-4fa0-b8f1-2fe7a82aa945_1f60c.mp4","1f60c","9d9839c2-1c4d-4cc1-bda7-b38bcef6e4d1","false","Content","Relaxed","""{""""Content"""":1,""""Proud"""":1,""""Relaxed"""":1,""""Satisfied"""":2}""","2025-06-03T18:04:43.523Z","9aedce79-0c19-40df-a040-9032705ff879","false","Proud","Satisfied","""{""""Content"""":0,""""Proud"""":1,""""Relaxed"""":0,""""Satisfied"""":2}""","2025-06-03T22:14:40.765Z","ffa4d79e-4465-4e00-933f-958d2e999b0b","false","Satisfied","Proud","""{""""Content"""":0,""""Proud"""":1,""""Relaxed"""":0,""""Satisfied"""":1}""","2025-06-03T23:04:48.830Z","c3f0a17e-1f66-4c24-bc2e-9d425fc26c79","false","Content","Relaxed","""{""""Content"""":2,""""Proud"""":0,""""Relaxed"""":2,""""Satisfied"""":1}""","2025-06-04T17:34:47.880Z","LF_Y_001"
"WM_Y_006--6447b280-28b1-48f2-b0ba-ab30480f2bfb_1f62c.mp4","1f62c","33d279bb-e726-4f72-a7a2-ebd1c5c64285","false","Awkward","Nervous","""{""""Awkward"""":2,""""Embarrassed"""":1,""""Nervous"""":1,""""Scared"""":1,""""Yikes"""":0}""","2025-06-03T02:02:03.693Z","b72655bc-c5f1-4505-9b23-e7506dfc3397","false","Embarrassed","Awkward","""{""""Awkward"""":3,""""Embarrassed"""":3,""""Nervous"""":2,""""Scared"""":3,""""Yikes"""":1}""","2025-06-03T08:47:48.085Z","8f339eb2-f984-47ed-adc4-9324049c47e7","false","Yikes","Awkward","""{""""Awkward"""":3,""""Embarrassed"""":1,""""Nervous"""":3,""""Scared"""":0,""""Yikes"""":3}""","2025-07-29T01:31:50.424Z","","","","","","","WM_Y_006"
"AF_Y_008--0be6a29e-53b8-48c8-b3c1-a086a6daf659_1f922.mp4","1f922","debad719-7e36-41b8-aa24-f5f1b5d6b2c7","true","Disgusted","None","""{""""Disgusted"""":0,""""Nauseous"""":0,""""Sick"""":0}""","2025-06-06T04:05:14.052Z","a47e1a38-5e46-42dd-b556-ecf12d97c7c6","false","Nauseous","Sick","""{""""Disgusted"""":2,""""Nauseous"""":3,""""Sick"""":3}""","2025-06-08T01:13:07.141Z","aebe3d13-2e5e-4e7c-8301-1e96ca8f798e","false","Disgusted","Sick","""{""""Disgusted"""":2,""""Nauseous"""":1,""""Sick"""":2}""","2025-07-30T15:21:03.151Z","","","","","","","AF_Y_008"
"AF_Y_006--d3e8649a-4bf5-41f2-b4f1-ebaf4151d15d_1f633.mp4","1f633","b72655bc-c5f1-4505-9b23-e7506dfc3397","false","Shocked","Surprised","""{""""Embarrassed"""":0,""""Flustered"""":1,""""Shocked"""":3,""""Shy"""":0,""""Surprised"""":3}""","2025-06-03T08:53:48.011Z","682b0f71-a8a9-41b2-873d-77ecf5fa1ce0","false","Embarrassed","Surprised","""{""""Embarrassed"""":3,""""Flustered"""":0,""""Shocked"""":1,""""Shy"""":0,""""Surprised"""":2}""","2025-06-06T07:09:10.875Z","98b58246-40db-4fd2-9655-6c8bfdd02255","false","Shocked","Surprised","""{""""Embarrassed"""":0,""""Flustered"""":0,""""Shocked"""":3,""""Shy"""":0,""""Surprised"""":1}""","2025-07-26T22:14:12.253Z","","","","","","","AF_Y_006"
"LF_Y_002--7e07a849-a8e3-4bd3-908c-11b334cd1f33_1f612.mp4","1f612","00ee9184-100b-4b8c-ab76-0db00725c083","false","Annoyed","Judgmental","""{""""Annoyed"""":1,""""Disgust"""":0,""""Judgmental"""":2,""""Side eye"""":2,""""Unimpressed"""":2}""","2025-06-02T23:51:11.740Z","c175bd3b-a71f-43b1-ad0a-bd6200f346fd","false","Side eye","Unimpressed","""{""""Annoyed"""":1,""""Disgust"""":0,""""Judgmental"""":2,""""Side eye"""":3,""""Unimpressed"""":2}""","2025-07-09T06:23:42.176Z","bfb6deff-8ccb-4432-aa6a-e0aa6fb4f661","false","Unimpressed","Annoyed","""{""""Annoyed"""":2,""""Disgust"""":1,""""Judgmental"""":0,""""Side eye"""":0,""""Unimpressed"""":2}""","2025-07-30T04:38:53.041Z","","","","","","","LF_Y_002"
"WF_Y_001--a9a88eb4-523a-40bc-aaa4-963f63f7dbca_1f922.mp4","1f922","42510fc6-e494-4d4e-9a78-d4c94afaf343","false","Disgusted","Nauseous","""{""""Disgusted"""":2,""""Nauseous"""":2,""""Sick"""":1}""","2025-06-03T05:00:58.129Z","13336882-0875-4807-9519-4f04bd398f80","false","Disgusted","Nauseous","""{""""Disgusted"""":2,""""Nauseous"""":2,""""Sick"""":1}""","2025-06-03T16:20:07.220Z","","","","","","","","","","","","","WF_Y_001"
"AF_Y_008--84b7c199-5a73-4887-9925-d2cae7f98a73_1f60a.mp4","1f60a","debad719-7e36-41b8-aa24-f5f1b5d6b2c7","false","Content","None","""{""""Blushing"""":0,""""Content"""":2,""""Happy"""":0}""","2025-06-06T04:09:35.371Z","8638822c-ba6b-42f9-a5de-dd639d6c6dbf","false","Content","Happy","""{""""Blushing"""":0,""""Content"""":2,""""Happy"""":2}""","2025-06-08T21:00:35.185Z","dca3403c-2e94-4ca1-8f05-aec97a1676f3","false","Content","None","""{""""Blushing"""":0,""""Content"""":1,""""Happy"""":0}""","2025-07-29T23:09:12.328Z","","","","","","","AF_Y_008"
"AF_Y_004--2b6881e1-e751-4ba4-ae19-3564aff1aa8c_1f644.mp4","1f644","c40e4293-8471-4874-a828-0f59b19aa6d1","false","Rolling eyes","Annoyed","""{""""Annoyed"""":1,""""Irritated"""":1,""""Rolling eyes"""":2,""""Sarcastic"""":2}""","2025-06-05T23:11:31.256Z","f975f711-85fe-4d7a-80a9-3624630d9361","false","Rolling eyes","Annoyed","""{""""Annoyed"""":2,""""Irritated"""":2,""""Rolling eyes"""":3,""""Sarcastic"""":2}""","2025-06-06T04:13:34.953Z","8f339eb2-f984-47ed-adc4-9324049c47e7","false","Rolling eyes","Irritated","""{""""Annoyed"""":3,""""Irritated"""":2,""""Rolling eyes"""":3,""""Sarcastic"""":1}""","2025-07-29T01:29:27.538Z","","","","","","","AF_Y_004"
"AF_Y_001--5ed5db40-feb0-4098-abdf-f9a9b4bb7b88_1f60f.mp4","1f60f","02ac97db-6565-4ad9-8af8-e3075002f2d7","false","Mischievous","None","""{""""Flirty"""":1,""""Mischievous"""":2,""""Smirking"""":3,""""Smug"""":1}""","2025-06-03T11:39:46.650Z","c3f0a17e-1f66-4c24-bc2e-9d425fc26c79","false","Smug","Mischievous","""{""""Flirty"""":0,""""Mischievous"""":1,""""Smirking"""":3,""""Smug"""":1}""","2025-06-04T17:34:33.293Z","fd6d4a17-e255-4c5f-9ae2-9644b4611445","false","Smug","Flirty","""{""""Flirty"""":1,""""Mischievous"""":2,""""Smirking"""":1,""""Smug"""":2}""","2025-07-29T22:52:48.472Z","","","","","","","AF_Y_001"
"AF_Y_009--a7a9bdf4-1296-4c53-b257-b42bd10d5528_1f630.mp4","1f630","e5c7c259-61b8-4f5b-b75f-d71ca5ea0ce0","false","Stressed","Worried","""{""""Anxious"""":0,""""Nervous"""":1,""""Scared"""":0,""""Stressed"""":1,""""Worried"""":1}""","2025-06-10T03:04:14.032Z","71a82af1-ed8f-406c-8edb-4a227488bbe9","false","Scared","Worried","""{""""Anxious"""":1,""""Nervous"""":2,""""Scared"""":2,""""Stressed"""":2,""""Worried"""":3}""","2025-06-23T07:57:38.972Z","","","","","","","","","","","","","AF_Y_009"
"LF_Y_002--3bde0305-5f4a-408c-bf09-db287f45592d_1f973.mp4","1f973","916d2e94-8ca4-4104-9e37-bbf23c2a7bd9","false","Happy","Excited","""{""""Celebrating"""":0,""""Excited"""":1,""""Happy"""":1,""""Partying"""":0}""","2025-06-12T06:55:38.735Z","71a82af1-ed8f-406c-8edb-4a227488bbe9","false","None","None","""{""""Celebrating"""":0,""""Excited"""":0,""""Happy"""":0,""""Partying"""":0}""","2025-06-23T07:51:42.431Z","","","","","","","","","","","","","LF_Y_002"
"WF_Y_002--d1c47015-bcc9-4ecc-8b10-10842c2132b3_1f60c.mp4","1f60c","a47e1a38-5e46-42dd-b556-ecf12d97c7c6","false","Satisfied","Content","""{""""Content"""":3,""""Proud"""":1,""""Relaxed"""":2,""""Satisfied"""":3}""","2025-06-08T01:05:14.397Z","ee39d611-bc8a-4bfa-9eed-ff5d0493a0df","false","Proud","Relaxed","""{""""Content"""":1,""""Proud"""":3,""""Relaxed"""":3,""""Satisfied"""":2}""","2025-06-09T00:36:00.728Z","3377d563-2ebe-4ace-affb-cbefd501ff3d","false","Satisfied","Relaxed","""{""""Content"""":0,""""Proud"""":0,""""Relaxed"""":1,""""Satisfied"""":3}""","2025-07-25T03:29:59.219Z","","","","","","","WF_Y_002"
"AF_Y_004--2bf66241-d18f-4037-835d-d2a9d9bdab9d_1f60c.mp4","1f60c","90f5fb5b-3c6e-44df-b2e6-ffc376cfacec","false","Proud","Satisfied","""{""""Content"""":1,""""Proud"""":2,""""Relaxed"""":0,""""Satisfied"""":1}""","2025-06-07T04:09:03.387Z","02b3f492-8f81-42a2-949d-0a510565e808","false","Proud","Satisfied","""{""""Content"""":1,""""Proud"""":2,""""Relaxed"""":0,""""Satisfied"""":3}""","2025-06-09T20:06:50.945Z","3377d563-2ebe-4ace-affb-cbefd501ff3d","false","Content","Proud","""{""""Content"""":2,""""Proud"""":1,""""Relaxed"""":0,""""Satisfied"""":0}""","2025-07-25T03:22:08.572Z","","","","","","","AF_Y_004"
"WF_Y_002--b0dc1945-a42b-42fe-a691-c2468dda91a4_1f979.mp4","1f979","6f30340e-b2da-49a9-9b12-3642e15733fa","false","None","None","""{""""Emotional"""":0,""""Grateful"""":0,""""Happy"""":0,""""Pleading"""":0,""""Proud"""":0}""","2025-07-13T01:34:19.252Z","5be97133-2bbb-443d-a031-edf9bef6359f","false","None","None","""{""""Emotional"""":0,""""Grateful"""":0,""""Happy"""":0,""""Pleading"""":0,""""Proud"""":0}""","2025-07-15T21:57:45.777Z","","","","","","","","","","","","","WF_Y_002"
"AM_Y_003--72b2b604-9408-44cc-99c4-65c18740890f_1f62f.mp4","1f62f","58e01d39-ce54-4adf-9973-07fc13eb651b","false","Shocked","Surprised","""{""""Amazed"""":2,""""Engaged"""":2,""""Shocked"""":3,""""Surprised"""":3}""","2025-06-10T22:15:59.620Z","a07341c9-fd6c-4e7c-8a99-180318f03bd4","false","Amazed","Surprised","""{""""Amazed"""":3,""""Engaged"""":1,""""Shocked"""":2,""""Surprised"""":3}""","2025-07-17T00:25:19.155Z","350c9afa-274a-4c4c-b999-b5357b9521ba","false","Amazed","Surprised","""{""""Amazed"""":1,""""Engaged"""":0,""""Shocked"""":1,""""Surprised"""":1}""","2025-07-27T03:22:33.957Z","","","","","","","AM_Y_003"
"AF_Y_001--67d2453f-dfa2-4c76-84f0-984d86d20275_1f92f.mp4","1f92f","13336882-0875-4807-9519-4f04bd398f80","false","Shocked","Mind blown","""{""""Mind blown"""":3,""""Shocked"""":3,""""Surprised"""":3}""","2025-06-03T16:28:33.945Z","ee39d611-bc8a-4bfa-9eed-ff5d0493a0df","false","Mind blown","Shocked","""{""""Mind blown"""":2,""""Shocked"""":2,""""Surprised"""":1}""","2025-06-09T00:25:49.459Z","","","","","","","","","","","","","AF_Y_001"
